0,9.022447655340013
1,7.470108493939621
2,7.567957161413164
3,13.306363257436885
4,6.7730252217476
5,5.05671120851097
6,14.095393218869754
7,12.955944946274702
8,14.070102362453664
9,8.874743899908381
10,10.414080442317992
11,13.345233474913131
12,7.883539496097232
13,16.001616045659045
14,9.026738224515578
15,17.37091824259378
16,13.402451413002588
17,19.352466304104837
18,12.40035499732464
19,18.995555441933206
20,16.054836216413328
21,19.886130792280575
22,13.394790344520478
23,13.268182458905226
24,12.748324999997934
25,19.216135627065306
26,18.85716339256723
27,16.749920142259874
28,20.27369595989197
29,15.023960091568606
30,20.674161421062458
31,20.058461179999632
32,17.6410614425281
33,20.847653227517004
34,25.49288223712493
35,20.527288745664848
36,20.601439457610095
37,24.95221492215018
38,19.06494132565827
39,23.734383577820598
40,25.387817693089154
41,28.994795115018206
42,25.119057101380648
43,20.609373981296752
44,30.12831477174871
45,23.38914674062329
46,31.354917762638465
47,23.04252648826011
48,31.92509783952054
49,30.889791554033636
50,30.513668485486036
51,24.681007110439648
52,31.086597177456746
53,29.443871506087696
54,29.603128929990277
55,29.036364671605416
56,32.91104970688366
57,34.67135355112339
58,29.861036312339294
59,29.674801946003207
60,33.109356917862584
61,30.52138597978829
62,35.58508048242978
63,37.5744362631402
64,28.617622410861646
65,37.04041323997302
66,35.56697275848846
67,38.95003867324782
68,34.40901450980558
69,38.42528152012763
70,35.39017507489426
71,32.84842312083972
72,40.74550108099227
73,39.13161853867941
74,33.25630092634788
75,34.46981497147117
76,37.29286301274003
77,38.528549516970685
78,36.856898750469206
79,42.575222318342426
80,41.29318959577654
81,40.789375944515896
82,40.30304222195393
83,38.30570784721498
84,39.277845201561995
85,43.072245278334705
86,38.10680977561484
87,40.86316440772701
88,47.60467748447233
89,45.02944352045215
90,41.696125268368775
91,42.6962843286526
92,48.606642858424166
93,46.36231490989249
94,40.89554624759645
95,43.49843056791922
96,45.593439301298005
97,46.47319122516014
98,51.3504558555456
99,47.14098046208496
