0.041392685,4.594867473
0.113943352,4.664688975
0.176091259,4.576698316
0.301029996,4.63873878
0.342422681,4.600874923
0.462397998,4.75313858
0.477121255,4.779235632
0.505149978,4.735958002
0.505149978,4.809189228
0.568201724,4.757312503
0.591064607,4.800840752
0.602059991,4.746587498
0.602059991,4.755547106
0.612783857,4.756491573
0.653212514,4.78611939
0.69019608,4.832112758
0.707570176,4.81973472
0.72427587,4.919538305
0.770852012,4.910426953
0.77815125,4.972850556
0.832508913,4.962549268
0.851258349,4.992434214
0.897627091,5.00561802
0.913813852,5.056188055
0.939519253,5.039140368
0.954242509,5.023589884
0.977723605,5.068070777
0.982271233,5.051673363
1.012837225,5.087749483
1.021189299,5.085903938
